SampleID	k__Bacteria|Other	k__Bacteria|p__Actinobacteria	k__Bacteria|p__Bacteroidetes	k__Bacteria|p__Cyanobacteria	k__Bacteria|p__Firmicutes	k__Bacteria|p__Fusobacteria	k__Bacteria|p__Gemmatimonadetes	k__Bacteria|p__Lentisphaerae	k__Bacteria|p__Proteobacteria	k__Bacteria|p__Spirochaetes	k__Bacteria|p__Synergistetes	k__Bacteria|p__TM7	k__Bacteria|p__Tenericutes	k__Bacteria|p__Verrucomicrobia	k__Bacteria|p__WPS-2	k__Bacteria|p__[Thermi]
E160SKS5.03	0.0	0.0340565810179	0.172292989973	0.0	0.649624975592	1.14861993315e-05	0.0	0.0	0.144013967218	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160SSVD.03	0.00077786678741	0.00025541894512	2.32199041018e-05	0.0	0.871582320365	0.0	0.0	0.0	0.127361173998	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160TD1S.03	3.752063635e-05	0.143084946721	0.127063634999	0.0	0.71525589074	0.0	0.0	0.0	0.013188503677	0.0	0.0	0.0	0.0	0.00136950322677	0.0	0.0
A160SSTH.03	0.0010815714186	0.0115600213988	0.0	0.0	0.883283325192	0.0	0.0	0.0	0.10407508199	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160TMTH.03	3.0440936972e-05	0.212538621939	0.123072708178	0.0	0.634526110714	0.0	0.0	0.0	0.0298168977641	0.0	0.0	0.0	0.0	1.5220468486e-05	0.0	0.0
F160SYRG.03	0.000579601171734	0.129423375159	1.56648965334e-05	0.0	0.835267948055	0.0	0.0	0.0	0.0347134107179	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160VTCD.03	4.15049702202e-05	0.120488928549	0.247348870027	0.0	0.576047481686	4.15049702202e-05	0.0	0.0	0.0517359453795	0.0	0.00419200199224	0.0	0.0	0.0	0.0	0.00010376242555
D160V4YZ.03	3.16050631311e-05	0.20107141164	0.0445473364833	0.0	0.733111044389	0.0	0.0	0.0	0.0212227998925	0.0	1.58025315656e-05	0.0	0.0	0.0	0.0	0.0
J160T3SN.03	9.02480532206e-05	0.206461760611	0.0465937806199	0.0	0.738590067557	0.0	0.0	0.0	0.00770976226084	0.0	0.0	0.0	0.0	0.000554380898355	0.0	0.0
D160TD2P.03	0.0	0.0160762898887	0.108990157702	0.0	0.848789445706	0.0	0.0	0.0	0.0245171475056	0.0	0.0	0.0	0.0	0.00162695919715	0.0	0.0
J160WDD4.03	0.0	0.0728961148774	0.326474907656	0.0	0.56366171693	0.0	0.0	0.0	0.0369672605361	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160VGCN.03	3.16025661284e-05	0.0188825332617	0.132730777739	0.0	0.833043643144	1.58012830642e-05	0.0	0.0	0.0152798407231	0.0	0.0	0.0	0.0	0.0	0.0	1.58012830642e-05
A160TG7Z.03	0.000141456054319	0.129903809883	0.00943040362127	0.0	0.829561171885	1.57173393688e-05	0.0	0.0	0.0309474412172	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160V9R6.03	0.000305099520558	0.0529129739939	0.187926776115	0.0	0.686590149644	0.00765654511114	0.0	0.0	0.0646084556153	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160V5P5.03	0.000520118170848	0.0864020305413	0.034951941081	0.0	0.772188241168	0.0	0.0	0.0	0.105937669038	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160VWM4.03	4.22564969364e-05	0.282921332488	0.0204380590182	0.0	0.57504049581	1.40854989788e-05	0.0	0.0	0.121529685189	0.0	0.0	1.40854989788e-05	0.0	0.0	0.0	0.0
C160V4Y2.03	0.0	0.157095602191	0.0659761762739	0.0	0.755002440215	1.80756647326e-05	0.0	0.0	0.0218896299911	0.0	1.80756647326e-05	0.0	0.0	0.0	0.0	0.0
A160TWGJ.03	2.68795527242e-05	0.0595113297315	0.00220412332339	0.0	0.889108405236	9.40784345348e-05	0.0	0.0	0.0490551837217	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160TXGX.03	1.42906139248e-05	0.227878129644	0.0425002858123	0.0	0.707042414542	0.0	0.0	0.0	0.0213215959758	0.0	0.0	1.42906139248e-05	0.0	0.00122899279753	0.0	0.0
F160T384.03	0.000300608289716	0.181461309945	0.300723228179	0.0	0.485606167775	0.0	0.0	0.0	0.0319086858113	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160WLV9.03	5.68763508133e-05	0.0946422477534	0.202934819702	0.0	0.632957949418	0.0	0.0	0.0	0.0561559170364	0.0	0.0132521897395	0.0	0.0	0.0	0.0	0.0
E160TPM2.03	0.000250027780865	0.0334342704745	0.00729247694188	0.0	0.876750194466	0.000194466051784	0.0	0.0	0.0820785642849	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160SX2T.03	0.000952492030169	0.0118769924578	0.010594044009	0.0	0.79647772335	0.0	0.0	0.0	0.17749397403	0.0	0.0	0.0	0.0	0.00260477412332	0.0	0.0
G160TXHW.03	2.8237021559e-05	0.176368436657	0.0473958406867	0.0	0.748817574722	0.0	0.0	0.0	0.0273899109122	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160V5WT.03	7.62055721514e-05	0.0126653660916	0.131652746449	0.0	0.706410412729	1.52411144303e-05	0.0	0.0	0.149180028044	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160VTZK.03	6.92968677816e-05	0.0224983830731	0.071375773815	0.0	0.893513813176	0.0	0.0	0.0	0.0125427330685	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160VFHM.03	1.6967845932e-05	0.126206838042	0.125562059896	0.0	0.725036056673	0.0	0.0	0.0	0.0225332993976	0.0	0.000542971069823	0.0	0.0	0.000101807075592	0.0	0.0
A160TMSL.03	2.41896468312e-05	0.241702951137	0.0306361877117	0.0	0.719327527818	0.0	0.0	0.0	0.00821238509918	0.0	0.0	0.0	0.0	9.67585873246e-05	0.0	0.0
H160TJ4S.03	0.000562332381694	0.118147475272	0.172535109727	0.0	0.676658880526	0.0	0.0	0.0	0.0320962020936	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160WDGF.03	0.0	0.0823402741026	0.309597240725	0.0	0.573297808274	0.00273737613373	0.0	0.0	0.0320273007646	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160VFX3.03	1.0614359105e-05	0.0110495478283	0.20386999533	0.0	0.687247908971	0.0	0.0	0.0	0.0977476329979	0.0	0.0	0.0	0.0	7.4300513735e-05	0.0	0.0
A160WB2W.03	3.4500008625e-05	0.187869796967	0.112970278243	0.0	0.657846164462	1.72500043125e-05	0.0	0.0	0.0375877593969	0.0	0.00367425091856	0.0	0.0	0.0	0.0	0.0
A160VL66.03	7.62587459249e-05	0.000762587459249	0.36360170057	0.0	0.490725030027	0.0966007664004	0.0	0.0	0.047776104322	0.0	0.000419423102587	3.81293729625e-05	0.0	0.0	0.0	0.0
C160VVLJ.03	0.0	0.170179651966	0.003649390203	0.0	0.784806729905	0.0	0.0	0.0	0.0413642279259	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160T15Q.03	0.000143741996184	0.142944881478	0.0170791626375	0.0	0.817160180854	0.0	0.0	0.0	0.0226720330345	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160WDF1.03	0.0	0.120207373605	0.35578436611	0.0	0.507299955233	7.22052940922e-05	0.0	0.0	0.0166216587	0.0	0.0	0.0	0.0	0.0	0.0	1.44410588184e-05
E160SS57.03	2.8213121923e-05	0.0751456502419	0.29870642836	0.0	0.549083778866	0.0	0.0	0.0	0.0770359294108	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160V4FH.03	3.84378843788e-05	0.109221248462	0.197609163592	0.0	0.598785362854	5.76568265683e-05	0.0	0.0	0.094057503075	0.0	5.76568265683e-05	0.0	0.0	0.000172970479705	0.0	0.0
B160V3H8.03	0.000632008523086	0.202965022843	0.085772585276	0.0	0.626826053197	0.0	0.0	0.0	0.0838043301613	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160WF0F.03	1.55559703814e-05	0.175813577251	0.0073735299608	0.0	0.796434571589	0.0	0.0	0.0	0.0203160973182	0.0	0.0	0.0	0.0	4.66679111443e-05	0.0	0.0
E160V4DL.03	0.00050778605281	0.179286090424	0.131516587678	0.0	0.559034830362	0.0156661400737	0.0	0.0	0.109851049425	0.0	0.00413751598586	0.0	0.0	0.0	0.0	0.0
H160TXJV.03	0.000349241273334	0.167600887073	0.0381546091117	0.0	0.776520509194	0.00457506068067	0.0	0.0	0.0127647685403	0.0	0.0	3.49241273334e-05	0.0	0.0	0.0	0.0
G160SV9V.03	0.000146546390074	0.0913472498127	0.0432963168007	0.0	0.854300322402	0.0	0.0	0.0	0.0109095645944	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160VHFJ.03	0.000798835981855	0.104076916493	0.0296139910416	0.0	0.860531796525	0.000114119425979	0.0	0.0	0.00486434053237	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160SV8Y.03	7.15653122931e-05	0.170611704507	0.101050220958	0.0	0.699765623602	0.000876675075591	0.0	0.0	0.0276242105451	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160T257.03	0.000241072113435	0.0510415411083	0.000241072113435	0.0	0.883266307981	0.00180804085077	0.0	0.0	0.0626677916699	0.0	0.0	0.0	0.0	0.000734174163644	0.0	0.0
J160TMVD.03	0.000428435417328	0.432719771501	0.0240082513488	0.0	0.512440495081	0.0	0.0	0.0	0.0304030466519	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160TD0W.03	0.000346530364723	0.319533483496	0.143246989517	0.0	0.480236940137	0.0	0.0	0.0	0.0566360564844	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160SGZP.03	0.000662017830347	0.249801394651	0.119052873157	0.0	0.600295701298	0.0	0.0	0.0	0.0301880130638	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160TC7M.03	9.21608021676e-05	0.0880135660701	0.529648130057	0.0	0.361196615855	0.0	0.0	0.0	0.0210126628942	0.0	1.84321604335e-05	0.0	0.0	0.0	0.0	1.84321604335e-05
D160THGY.03	0.000563852704324	0.297757601168	0.0560093686295	0.0	0.516734859109	0.0400479997687	0.0	0.0	0.0884959590556	0.0	0.000390359564532	0.0	0.0	0.0	0.0	0.0
G160SH1H.03	0.000341248400398	0.0519408502773	5.68747333997e-05	0.0	0.90573012939	0.0	0.0	0.0	0.0418598037822	0.0	7.10934167496e-05	0.0	0.0	0.0	0.0	0.0
J160VWN1.03	0.0	0.211240860826	0.0792233962849	0.0	0.66145658408	0.000129175601312	0.0	0.0	0.0479499832072	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160TX1P.03	0.000273159361171	0.125507621146	0.336222752354	0.0	0.508149254275	0.000655582466811	0.0	0.0	0.0291916303972	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160T6W2.03	0.0	0.119420219917	0.38178621902	0.0	0.25819516735	0.00901382234325	0.0	0.0	0.0455344524491	0.0	0.18605011892	0.0	0.0	0.0	0.0	0.0
J160VJ0W.03	0.00044156858749	0.0711095259931	0.424585180279	0.0	0.480698357705	0.00259846130331	0.0	0.0	0.0204989725039	0.0	6.79336288446e-05	0.0	0.0	0.0	0.0	0.0
